id,name,description,user_id,street_address,city,state,zip,capacity,date,deadline
471,Topiclounge,Beam Radiation of Gallbladder using Electrons,89,194 Cherokee Place,San Antonio,Texas,78255,34,2019-12-18 01:47:48,2019-11-18 20:43:44
472,Rhybox,"Revision of Drainage Device in C-thor Jt, Perc Approach",550,62 Tomscot Crossing,Portsmouth,Virginia,23705,58,2019-12-04 08:39:19,2019-11-10 06:33:29
473,Oozz,"Excision of Left Lower Lobe Bronchus, Open Approach, Diagn",847,7 6th Court,Boston,Massachusetts,02124,81,2019-12-13 19:28:11,2019-11-13 02:03:53
474,Ntags,"Replace Back Skin w Nonaut Sub, Part Thick, Extern",130,6412 Fallview Place,Boston,Massachusetts,02203,65,2019-12-22 15:45:34,2019-11-05 05:08:51
475,Divavu,Muscle Perform Trmt Neuro Low Back/LE w Assist Equip,255,42 Eastlawn Terrace,Van Nuys,California,91406,95,2019-12-01 11:06:12,2019-11-08 07:59:17
476,Wikibox,"Revision of Intbd Fus Dev in Lumsac Jt, Extern Approach",691,2 Holmberg Park,Amarillo,Texas,79105,81,2019-12-21 20:24:09,2019-10-29 02:12:02
477,Topicblab,"Introduction of Nutritional Substance into GU Tract, Endo",883,37127 Eastlawn Junction,Saint Louis,Missouri,63169,11,2019-12-27 16:16:32,2019-11-25 02:20:14
478,Nlounge,"Drainage of Left Ethmoid Sinus, Percutaneous Approach, Diagn",829,36035 West Park,Las Vegas,Nevada,89155,18,2019-11-30 12:50:59,2019-11-03 18:25:19
479,Topicware,"Release Left Parietal Bone, Percutaneous Endoscopic Approach",940,4075 Westend Plaza,Fort Lauderdale,Florida,33336,68,2019-12-09 15:56:31,2019-10-28 05:18:18
480,Skyvu,"Restriction of Anus with Extraluminal Device, Perc Approach",882,08 Oriole Circle,Saint Paul,Minnesota,55114,3,2019-12-02 16:03:19,2019-11-15 06:20:31
481,Kazu,"Extirpate of Matter from R Mastoid Sinus, Perc Endo Approach",605,25162 Morrow Lane,Great Neck,New York,11024,95,2019-12-05 21:52:01,2019-11-12 18:50:55
482,Jetwire,"Release Left Abdomen Bursa and Ligament, Perc Endo Approach",426,6 Merchant Court,Chico,California,95973,80,2019-12-23 01:28:25,2019-11-18 09:23:41
483,Tazzy,"Drainage of Right Maxilla, Percutaneous Endoscopic Approach",476,16 Ridgeview Avenue,Gaithersburg,Maryland,20883,36,2019-12-05 00:41:14,2019-10-29 21:31:48
484,Topiclounge,HDR Brachytherapy of Kidney using Cesium 137,977,448 Division Court,Dallas,Texas,75287,95,2019-12-24 08:55:41,2019-10-28 18:12:50
485,Babbleopia,"Transfuse Nonaut Plasma Cryoprecip in Central Art, Open",304,04460 Kings Crossing,Omaha,Nebraska,68124,69,2019-11-29 05:05:18,2019-11-26 13:46:15
486,Devshare,Hyperthermia of Neck Skin,282,9 Lake View Road,San Diego,California,92105,84,2019-12-26 17:41:38,2019-11-26 10:14:52
487,Flipbug,Masking Patterns Assessment,315,763 Graedel Terrace,Lubbock,Texas,79410,93,2019-12-25 16:20:44,2019-10-29 12:26:48
488,Oba,"Inspection of Respiratory Tract, Perc Endo Approach",67,6 Aberg Hill,Tulsa,Oklahoma,74156,5,2019-11-30 23:25:53,2019-11-21 06:24:00
489,Rhynyx,"Supplement L Renal Vein with Nonaut Sub, Perc Endo Approach",877,57 Reinke Circle,Las Vegas,Nevada,89115,39,2019-12-09 16:34:31,2019-11-24 17:56:11
490,Zoomzone,"Drainage of L Up Leg Subcu/Fascia, Perc Approach",29,7400 Russell Park,Jacksonville,Florida,32209,17,2019-12-16 04:36:44,2019-11-23 15:48:15
491,Photobug,"Dilate L Fem Art, Bifurc, w 4+ Intralum Dev, Open",956,32 La Follette Avenue,Pueblo,Colorado,81010,44,2019-12-01 01:51:41,2019-10-28 21:09:26
492,Kwimbee,"Drainage of Right Cephalic Vein, Percutaneous Approach",455,13349 Derek Hill,Austin,Texas,78769,87,2019-12-18 15:26:17,2019-10-31 16:22:55
493,Photojam,"Manual Therapy Techniques Treatment of Neuro Head, Neck",24,6652 Muir Place,Oklahoma City,Oklahoma,73173,83,2019-12-02 08:27:33,2019-11-25 22:35:10
494,Skyndu,"Supplement Left Cornea with Synth Sub, Extern Approach",19,4967 Summer Ridge Drive,Winter Haven,Florida,33884,8,2019-12-21 22:52:30,2019-11-19 01:55:58
495,Blogspan,"Excision of Ampulla of Vater, Via Opening, Diagn",33,01 Marquette Circle,Las Vegas,Nevada,89150,64,2019-12-27 22:27:09,2019-11-01 11:11:56
496,Skidoo,"Removal of Other Device from Face, External Approach",593,63 Brickson Park Road,South Bend,Indiana,46620,36,2019-12-04 22:34:43,2019-11-11 16:09:36
497,Trupe,"Repair Left Hip Muscle, Percutaneous Approach",822,3868 Gale Parkway,Albuquerque,New Mexico,87201,32,2019-12-12 13:43:22,2019-11-24 22:05:20
498,Livepath,"Removal of Ext Fix from L Tibia, Perc Endo Approach",267,844 Charing Cross Lane,Arlington,Virginia,22212,66,2019-12-04 20:09:59,2019-11-03 22:36:44
499,Rhycero,"Destruction of Right Common Carotid Artery, Open Approach",658,5 Spenser Crossing,Edmond,Oklahoma,73034,39,2019-12-25 03:16:59,2019-11-21 15:22:27
500,Bluejam,"Occlusion of Upper Artery with Extralum Dev, Open Approach",734,0 Scoville Trail,Los Angeles,California,90101,59,2019-12-16 21:57:36,2019-11-23 11:45:46
501,Tagcat,"Destruction of Esophagogastric Junction, Perc Endo Approach",209,20699 Aberg Point,Salt Lake City,Utah,84105,72,2019-12-08 12:22:23,2019-11-16 03:39:15
502,Shufflester,"Reposition Left Cephalic Vein, Perc Endo Approach",75,552 Forster Court,Idaho Falls,Idaho,83405,67,2019-12-05 13:56:43,2019-11-14 02:18:08
503,Kare,"Bypass Gastric Vein to Low Vein with Autol Vn, Open Approach",365,77 Mallory Pass,Boston,Massachusetts,02104,17,2019-11-28 05:31:26,2019-11-26 18:57:15
504,Blogpad,"Dilation of Intracran Vein with Intralum Dev, Open Approach",947,28 Messerschmidt Crossing,North Las Vegas,Nevada,89036,36,2019-11-28 23:23:57,2019-10-31 09:22:07
505,Skidoo,"Occlusion of Splenic Artery, Percutaneous Approach",846,1 Waubesa Avenue,Houston,Texas,77201,67,2019-12-15 17:42:50,2019-11-02 01:43:09
506,Minyx,"Destruction of Right Carpal Joint, Percutaneous Approach",779,0 Tony Circle,Richmond,Virginia,23242,36,2019-12-06 09:12:21,2019-10-30 00:51:04
507,Oodoo,"Release Trochlear Nerve, Percutaneous Approach",227,4 Surrey Crossing,Columbia,South Carolina,29225,78,2019-11-28 10:00:20,2019-11-25 02:45:06
508,Dazzlesphere,"Removal of Autol Sub from R Femur Shaft, Open Approach",638,84 Thompson Alley,Washington,District of Columbia,20470,43,2019-12-06 08:14:40,2019-11-16 22:10:57
509,Edgeclub,"Restriction of Pelvis Lymph with Extralum Dev, Perc Approach",50,554 Sauthoff Court,Alexandria,Virginia,22333,11,2019-12-23 22:07:52,2019-11-17 18:02:41
510,Brainsphere,"Fluoroscopy of Superior Vena Cava, Guidance",647,3467 Marquette Pass,New York City,New York,10105,42,2019-12-08 04:23:18,2019-11-22 19:02:13
511,Quimm,"Restriction of Abd Aorta with Intralum Dev, Perc Approach",120,9438 Linden Alley,Tampa,Florida,33625,83,2019-12-27 04:33:13,2019-11-02 21:18:54
512,Realblab,"Dilation of Left External Iliac Vein, Percutaneous Approach",932,8935 Cascade Alley,Orlando,Florida,32825,48,2019-12-08 01:56:23,2019-11-24 21:58:44
513,Quatz,"Excision of Anus, Percutaneous Endoscopic Approach",218,861 Johnson Way,Utica,New York,13505,62,2019-12-12 04:07:27,2019-11-26 09:34:13
514,Meetz,"Replacement of Lower Lip with Nonaut Sub, Perc Approach",226,217 Fair Oaks Plaza,Round Rock,Texas,78682,16,2019-11-28 09:57:28,2019-11-24 01:05:58
515,Aivee,"Bypass Sup Vena Cava to R Pulm Art w Synth Sub, Perc Endo",577,021 Golf Course Street,Philadelphia,Pennsylvania,19131,41,2019-12-07 00:21:54,2019-11-22 23:11:15
516,Voonix,"Excision of Cisterna Chyli, Open Approach",529,529 Hollow Ridge Drive,Minneapolis,Minnesota,55423,48,2019-12-15 20:16:22,2019-11-21 04:31:16
517,Voomm,"Drainage of L Up Arm Subcu/Fascia, Perc Approach, Diagn",581,7 Waywood Street,Norwalk,Connecticut,06854,90,2019-11-29 09:02:26,2019-11-19 14:47:00
518,Livetube,"Release Right Tibia, Percutaneous Endoscopic Approach",389,57260 5th Center,Los Angeles,California,90025,24,2019-12-14 20:19:36,2019-10-29 09:43:38
519,Zava,Fluoroscopy of L Temporomand Jt using Oth Contrast,560,37 Kropf Place,Houston,Texas,77010,96,2019-12-24 05:05:22,2019-11-22 07:03:59
520,Latz,"Removal of Hearing Device from Right Inner Ear, Endo",920,6232 Westridge Road,San Antonio,Texas,78291,18,2019-12-11 07:14:54,2019-11-12 20:11:31
521,Thoughtsphere,"Repair Chest Wall, Open Approach",950,1182 Prentice Center,Oklahoma City,Oklahoma,73179,97,2019-12-16 18:50:34,2019-11-17 10:36:48
522,Talane,"Drainage of Left Brachial Artery, Open Approach, Diagnostic",640,3 Meadow Ridge Pass,Tallahassee,Florida,32314,27,2019-12-25 01:06:30,2019-11-25 05:35:24
523,Edgeclub,Ultrasonography of Abdominal Aorta,3,0 Leroy Alley,North Little Rock,Arkansas,72199,51,2019-12-19 14:24:04,2019-11-03 12:37:03
524,Wikibox,"Replacement of Skull with Synth Sub, Open Approach",274,6652 Heffernan Road,West Palm Beach,Florida,33405,80,2019-12-22 06:03:04,2019-10-31 18:40:49
525,Babbleblab,"Supplement Left External Ear with Autol Sub, Open Approach",377,82 Rowland Road,Bakersfield,California,93381,75,2019-12-20 04:30:25,2019-11-13 06:07:57
526,Avamm,"Dilate of L Ext Iliac Vein with Intralum Dev, Perc Approach",631,7 Nobel Parkway,Springfield,Missouri,65898,96,2019-11-30 09:16:49,2019-11-15 01:09:19
527,JumpXS,"Dilate L Verteb Art, Bifurc, w Intralum Dev, Perc",571,54 Canary Crossing,Pensacola,Florida,32575,99,2019-12-14 14:30:32,2019-11-06 04:48:43
528,Wordware,"Supplement Carina with Autol Sub, Open Approach",571,928 Division Hill,Green Bay,Wisconsin,54313,27,2019-12-08 23:11:58,2019-11-12 19:22:34
529,Buzzbean,"Removal of Infusion Device from Thor Disc, Open Approach",323,82326 Carberry Street,Washington,District of Columbia,20392,61,2019-12-04 18:23:10,2019-11-20 17:15:49
530,Meetz,"Removal of Ext Fix from L Low Femur, Perc Endo Approach",438,353 Kennedy Court,El Paso,Texas,79999,19,2019-12-06 18:59:52,2019-11-22 17:08:34
531,Omba,"Occlusion of L Colic Art with Intralum Dev, Open Approach",201,31 Thackeray Circle,Jersey City,New Jersey,07310,83,2019-12-13 06:18:24,2019-11-04 08:54:22
532,Dabvine,"Drainage of Left Frontal Sinus, Open Approach, Diagnostic",359,1 Florence Avenue,Oakland,California,94611,99,2019-12-16 21:42:00,2019-11-06 01:29:17
533,Cogilith,"Excision of Upper Artery, Percutaneous Endoscopic Approach",285,9789 Evergreen Plaza,Washington,District of Columbia,20238,53,2019-12-08 16:17:16,2019-11-13 18:10:29
534,Tavu,"Revision of Infusion Device in Right Eye, Perc Approach",37,313 Alpine Way,San Diego,California,92176,63,2019-12-20 04:41:32,2019-11-07 21:17:05
535,Aimbu,"Destruction of Right External Ear, Perc Endo Approach",869,02 Sheridan Junction,Chicago,Illinois,60681,85,2019-12-11 07:55:56,2019-11-07 05:42:20
536,Fivebridge,"Release Right Upper Extremity Lymphatic, Open Approach",490,698 Arrowood Place,Lima,Ohio,45807,86,2019-12-26 06:09:57,2019-11-25 00:28:01
537,Jaxnation,"Revision of Int Fix in L Metacarpocarp Jt, Perc Approach",471,45 4th Parkway,Fresno,California,93709,72,2019-12-02 04:40:03,2019-11-21 16:39:40
538,Flashpoint,"Drainage of Left Upper Arm with Drain Dev, Perc Approach",934,48 Summit Hill,Cincinnati,Ohio,45228,3,2019-12-03 22:02:45,2019-11-03 23:19:55
539,Tazz,"Transfer Right Neck Muscle, Percutaneous Endoscopic Approach",566,820 Ronald Regan Place,Des Moines,Iowa,50936,76,2019-12-10 19:17:41,2019-10-29 16:45:30
540,Oloo,"Excision of Gallbladder, Open Approach, Diagnostic",246,16253 Lerdahl Lane,Winston Salem,North Carolina,27105,11,2019-11-30 00:32:05,2019-11-13 15:34:52
541,Photojam,"Release Right Hypogastric Vein, Percutaneous Approach",171,661 Kipling Pass,Springfield,Illinois,62705,83,2019-12-18 05:54:59,2019-11-14 07:41:16
542,JumpXS,"Removal of Nonaut Sub from L Up Extrem, Open Approach",660,6963 Veith Alley,Garland,Texas,75044,83,2019-12-16 08:16:20,2019-11-15 23:17:39
543,Skimia,Stereotactic Particulate Radiosurgery of Bone Marrow,661,62329 8th Street,Baltimore,Maryland,21239,69,2019-12-22 16:11:29,2019-11-17 14:09:21
544,Tagcat,"Excision of Upper Esophagus, Perc Endo Approach",796,5 Morningstar Parkway,Orlando,Florida,32868,33,2019-12-17 18:05:39,2019-11-24 11:48:21
545,Jazzy,Fluoroscopy of Cervico-Cerebral Arch,889,4 Burrows Road,Waco,Texas,76705,12,2019-11-30 13:32:11,2019-11-24 07:41:34
546,Edgeblab,"Revision of Autol Sub in Vagina & Cul-de-sac, Via Opening",873,4 Graceland Parkway,Salt Lake City,Utah,84170,17,2019-11-30 04:20:49,2019-11-19 17:55:40
547,Aibox,Beam Radiation of Esophagus using Neutron Capture,312,3912 Westerfield Plaza,Charlotte,North Carolina,28247,3,2019-12-09 15:45:58,2019-11-02 22:59:27
548,Skalith,"Dilation of Stomach, Percutaneous Approach",389,8486 Loeprich Drive,Waterbury,Connecticut,06721,35,2019-12-23 10:02:34,2019-11-04 13:19:55
549,Jabbersphere,"Bypass Trans Colon to Trans Colon w Autol Sub, Perc Endo",274,1 Continental Parkway,Virginia Beach,Virginia,23464,74,2019-12-07 09:17:22,2019-11-04 01:33:23
550,Tekfly,"Bypass Stomach to Duoden with Synth Sub, Perc Endo Approach",759,51 Elgar Hill,Orlando,Florida,32819,14,2019-12-07 05:38:19,2019-11-12 14:28:12
551,Voolith,"Replacement of Abd Aorta with Nonaut Sub, Open Approach",120,02 Carioca Street,Salt Lake City,Utah,84152,12,2019-12-12 12:19:48,2019-10-28 14:11:19
552,Camimbo,"Removal of Infusion Device from R Hip Jt, Perc Endo Approach",526,25 Cordelia Junction,Columbus,Ohio,43226,35,2019-12-20 15:23:14,2019-11-15 00:05:29
553,Thoughtbeat,"Occlusion of Trachea with Intralum Dev, Perc Endo Approach",785,98 Kedzie Circle,Baton Rouge,Louisiana,70883,100,2019-11-30 11:10:35,2019-11-19 09:22:20
554,Skivee,HDR Brachytherapy of Larynx using Californium 252,297,2 Commercial Avenue,Washington,District of Columbia,20380,59,2019-11-29 16:11:15,2019-11-17 22:01:07
555,Kimia,"Restriction of Stomach with Intraluminal Device, Via Opening",606,79 Canary Drive,Lakeland,Florida,33805,68,2019-12-03 23:28:49,2019-11-25 04:22:33
556,Yamia,"Insert Infusion Dev in R Int Mamm Art, Perc Endo",505,33 Lien Road,Cincinnati,Ohio,45238,84,2019-12-15 03:49:03,2019-11-21 00:27:40
557,Dablist,"Destruction of Left Femoral Vein, Percutaneous Approach",280,8 Fremont Circle,Charleston,West Virginia,25356,53,2019-12-02 23:26:44,2019-11-23 08:08:58
558,Kazu,"Release Left Occipital Bone, Open Approach",506,0773 Sommers Plaza,Detroit,Michigan,48217,100,2019-12-09 20:04:04,2019-11-05 13:00:24
559,Voonyx,"Revision of Autol Sub in L Clavicle, Perc Endo Approach",973,8 Village Green Road,Omaha,Nebraska,68197,60,2019-12-20 17:10:13,2019-11-05 20:43:54
560,Chatterpoint,"Drainage of Left Shoulder Region, Perc Endo Approach",348,8 8th Street,Albany,New York,12205,39,2019-11-28 03:01:47,2019-11-03 11:33:47
561,Edgewire,"Drainage of Right Ulna, Percutaneous Endoscopic Approach",33,8 Basil Hill,Oklahoma City,Oklahoma,73129,45,2019-11-29 22:49:35,2019-10-30 11:38:33
562,Devbug,"Dilation of Splenic Artery with Intralum Dev, Open Approach",102,8353 Armistice Pass,Baltimore,Maryland,21281,55,2019-12-03 05:09:05,2019-11-10 07:51:05
563,Oyoloo,"Dilation of Lingula Bronchus, Via Opening",461,84 Waywood Crossing,El Paso,Texas,88589,84,2019-12-12 18:00:24,2019-11-26 03:41:43
564,Babbleopia,"Fusion of Left Hip Joint with Int Fix, Perc Endo Approach",19,8 Hauk Hill,Great Neck,New York,11024,12,2019-12-16 09:42:22,2019-11-24 17:40:06
565,Wikizz,"Restriction of Left Face Vein, Percutaneous Approach",776,454 Dennis Road,Vero Beach,Florida,32964,64,2019-12-14 03:57:00,2019-10-28 11:40:19
566,Shuffledrive,"Introduce of Oth Anti-infect into Central Art, Perc Approach",383,774 Loomis Court,Des Moines,Iowa,50310,6,2019-12-13 11:55:15,2019-11-12 06:33:31
567,Browsezoom,"Excision of Left Shoulder Tendon, Open Approach",577,08 Prentice Place,Houston,Texas,77293,53,2019-12-16 04:47:38,2019-11-06 15:40:47
568,Yozio,"Resection of Left Hip Muscle, Perc Endo Approach",426,590 Toban Junction,Fort Wayne,Indiana,46852,60,2019-12-12 20:29:34,2019-10-31 00:50:56
569,Wikivu,"Replace L Humeral Shaft w Synth Sub, Perc Endo",667,98 Columbus Trail,Las Vegas,Nevada,89193,67,2019-12-19 15:59:02,2019-11-14 07:33:18
570,Gigabox,"Insert Mult Chan Cochl Prosth in L Inner Ear, Perc",360,14022 Butternut Lane,Duluth,Georgia,30096,1,2019-11-28 18:00:17,2019-11-07 03:13:21
571,Kare,"Revision of Synth Sub in L Up Extrem, Open Approach",111,89 Welch Court,Macon,Georgia,31205,42,2019-12-14 12:15:31,2019-10-27 11:28:19
572,Flipbug,"Transplantation of Lymph & Hemic into POC, Via Opening",646,5297 Orin Plaza,Memphis,Tennessee,38104,12,2019-11-30 19:33:54,2019-11-13 11:39:59
573,Blognation,"Resection of Cervix, Via Natural or Artificial Opening",344,7071 Crest Line Trail,Port Charlotte,Florida,33954,2,2019-12-05 03:09:17,2019-11-16 03:20:54
574,Photojam,"Supplement Left Humeral Shaft with Autol Sub, Open Approach",720,7159 Garrison Center,New York City,New York,10079,98,2019-11-28 00:54:50,2019-11-01 09:47:47
575,Camimbo,"Supplement R Shoulder Jt with Nonaut Sub, Open Approach",623,7 Grover Center,Rochester,New York,14609,17,2019-12-12 23:44:35,2019-11-07 18:46:35
576,Voonte,"Repair Left Metatarsal-Phalangeal Joint, Open Approach",703,68 Paget Avenue,Pensacola,Florida,32511,6,2019-12-16 19:29:30,2019-11-24 05:47:34
577,Skaboo,"Revision of Infusion Dev in R Sternoclav Jt, Perc Approach",783,140 Hauk Trail,Vancouver,Washington,98682,60,2019-12-01 11:30:51,2019-11-10 19:38:20
578,Zoozzy,"Dilate L Thyroid Art, Bifurc, w Drug-elut Intra, Perc",769,5 Washington Circle,Kansas City,Missouri,64160,66,2019-12-07 04:36:56,2019-10-31 04:17:19
579,Realmix,"Reposition Upper Tooth, Mult, with Ext Fix, Extern Approach",949,8 Rowland Alley,Baltimore,Maryland,21290,90,2019-12-08 23:25:28,2019-11-11 14:20:39
580,Gabtune,"Drainage of Left Thorax Tendon, Perc Endo Approach",408,6 Petterle Trail,Terre Haute,Indiana,47805,47,2019-12-09 13:04:52,2019-10-28 18:37:21
581,Jamia,"Bypass R Temporal Art to Intracran Art w Synth Sub, Open",833,6395 Garrison Street,Portland,Oregon,97206,23,2019-12-26 21:59:20,2019-11-17 02:18:15
582,Tagtune,"Drainage of L Verteb Vein with Drain Dev, Perc Approach",563,4 Stang Avenue,Falls Church,Virginia,22047,59,2019-12-19 10:06:09,2019-11-02 01:11:46
583,Jabberbean,Beam Radiation of Stomach using Photons <1 MeV,746,29 Namekagon Court,Aurora,Colorado,80045,27,2019-12-20 13:21:29,2019-11-03 10:29:05
584,Janyx,HDR Brachytherapy of Brain Stem using Cesium 137,50,12 Red Cloud Plaza,Des Moines,Iowa,50335,14,2019-12-23 07:41:10,2019-11-23 15:06:15
585,Skilith,Hyperthermia of Cervix,897,76 Kipling Way,New York City,New York,10155,22,2019-12-24 13:07:35,2019-11-02 16:44:22
586,Jabberbean,"Inspection of Left Toe Phalangeal Joint, External Approach",174,9 Red Cloud Point,El Paso,Texas,79950,37,2019-12-23 03:41:52,2019-11-26 23:58:18
587,Browsetype,Plain Radiography of Cereb & Cerebel Vein using Oth Contrast,306,2566 4th Crossing,Baltimore,Maryland,21203,100,2019-12-16 08:26:02,2019-11-12 05:18:58
588,Livepath,"Introduce of Oth Therap Subst into GU Tract, Perc Approach",896,1995 Katie Pass,Winston Salem,North Carolina,27150,89,2019-12-14 18:21:15,2019-11-15 22:55:26
589,Zazio,"Replace of R Ankle Tendon with Synth Sub, Perc Endo Approach",718,4567 Milwaukee Terrace,Tyler,Texas,75799,69,2019-12-26 19:03:40,2019-10-31 12:53:55
590,Eire,"Dilate R Com Carotid, Bifurc, w 2 Drug-elut, Open",167,56750 Toban Lane,Cheyenne,Wyoming,82007,19,2019-12-27 03:02:13,2019-11-06 12:16:35
591,Livefish,"Destruction of Right Hepatic Duct, Open Approach",815,522 Petterle Pass,New York City,New York,10105,28,2019-12-25 17:48:04,2019-10-28 09:42:32
592,Voomm,"Excision of Epiglottis, Open Approach, Diagnostic",34,13059 Dayton Pass,Wichita,Kansas,67236,65,2019-12-23 18:40:18,2019-10-29 05:59:47
593,Kamba,Hyperthermia of Head and Neck,927,29 East Plaza,Omaha,Nebraska,68134,12,2019-12-21 01:13:43,2019-10-30 23:19:21
594,Mudo,"Revision of Other Device in Pelvic Cavity, Open Approach",119,909 Oak Circle,Orlando,Florida,32825,5,2019-12-17 09:01:38,2019-11-15 09:20:07
595,Avavee,"Restrict Access Pancr Duct w Intralum Dev, Perc",619,6 Coolidge Point,Philadelphia,Pennsylvania,19178,16,2019-12-07 22:33:55,2019-11-14 08:09:45
596,Eabox,"Insert Intralum Dev in Intracran Art, Perc Endo",226,80124 Cherokee Park,Orlando,Florida,32885,85,2019-12-19 04:54:29,2019-11-14 01:41:43
597,Skimia,"Transfer Vagus Nerve to Optic Nerve, Open Approach",623,859 Katie Court,Salt Lake City,Utah,84130,66,2019-12-21 15:31:54,2019-11-19 13:59:14
598,Realcube,"Bypass R Ext Iliac Art to B Int Ilia, Open Approach",410,8343 Judy Parkway,Austin,Texas,78721,4,2019-11-29 11:51:07,2019-11-15 21:00:43
599,Wikizz,Beam Radiation of Pineal Body using Photons >10 MeV,319,36398 Kedzie Center,Sacramento,California,94291,46,2019-12-04 02:59:38,2019-11-12 07:12:45
600,Quire,"Replacement of Right Face Vein with Autol Sub, Open Approach",281,61 Bonner Drive,Anaheim,California,92812,66,2019-12-16 08:51:42,2019-11-15 04:43:50
601,Wikizz,"Inspection of Products of Conception, Ectopic, Endo",98,20552 Darwin Circle,Palo Alto,California,94302,32,2019-12-05 00:40:28,2019-11-01 22:03:06
602,Skiptube,"Removal of Drainage Device from Thymus, Perc Approach",23,10 Melody Road,Oklahoma City,Oklahoma,73124,6,2019-12-17 13:42:44,2019-11-07 12:26:53
603,Layo,"Division of Trochlear Nerve, Open Approach",801,6138 Moland Avenue,Syracuse,New York,13217,68,2019-12-04 15:49:34,2019-11-25 23:50:12
604,Skibox,"Destruction of Left Upper Lobe Bronchus, Via Opening",62,57099 Village Green Point,Phoenix,Arizona,85083,85,2019-12-23 19:17:39,2019-10-27 21:34:52
605,Katz,"Dilate L Ulnar Art, Bifurc, w Intralum Dev, Open",951,54 Nelson Road,El Paso,Texas,79984,78,2019-12-06 21:44:40,2019-11-22 15:52:57
606,Browseblab,"Dilation of Thor Aorta Asc with Intralum Dev, Perc Approach",613,206 Stone Corner Street,Richmond,Virginia,23260,15,2019-12-04 18:14:49,2019-11-06 03:59:32
607,Twinte,"Removal of Int Fix from R Finger Phalanx, Extern Approach",984,70913 Northfield Park,Springfield,Ohio,45505,29,2019-12-21 19:38:15,2019-11-25 07:49:47
608,Snaptags,"Release Tongue, Palate, Pharynx Muscle, Perc Endo Approach",702,518 Kropf Point,Dallas,Texas,75241,46,2019-12-15 21:10:39,2019-11-22 02:11:22
609,Riffwire,"Removal of Drainage Device from Penis, Open Approach",442,4 Kings Alley,Naples,Florida,34108,100,2019-12-24 20:14:12,2019-10-30 19:58:52
610,Twiyo,"Fusion of Right Knee Joint with Ext Fix, Perc Approach",184,572 Continental Crossing,Bronx,New York,10469,33,2019-12-21 04:11:51,2019-11-17 05:41:42
611,Youtags,"Release Left Hand Bursa and Ligament, Perc Endo Approach",516,4158 Amoth Hill,Springfield,Illinois,62718,78,2019-12-14 03:14:44,2019-11-18 02:19:32
612,Realbridge,"Supplement L Tympanic Membrane with Autol Sub, Via Opening",737,3 Roth Way,Pittsburgh,Pennsylvania,15210,97,2019-11-29 15:03:33,2019-11-06 03:44:31
613,Jayo,"Excision of Left Pulmonary Vein, Perc Endo Approach",843,70 Homewood Crossing,Louisville,Kentucky,40210,30,2019-12-06 17:35:20,2019-11-23 22:10:45
614,Skyba,"Excision of Gallbladder, Open Approach",556,89109 Hovde Road,Houston,Texas,77266,49,2019-12-22 12:28:06,2019-11-01 08:41:53
615,Bubbletube,"Destruction of Left Lower Lung Lobe, Open Approach",403,9041 Summerview Lane,Baltimore,Maryland,21265,91,2019-12-11 23:03:22,2019-11-05 08:34:09
616,Skimia,"Supplement Uvula with Autol Sub, Extern Approach",385,0 Toban Park,San Angelo,Texas,76905,60,2019-12-08 13:10:21,2019-11-13 18:56:39
617,Yodel,"Extirpation of Matter from Coccyx, Perc Endo Approach",81,40 Atwood Crossing,Savannah,Georgia,31422,60,2019-12-09 03:16:17,2019-11-04 05:08:08
618,Voonte,"Replacement of Nasal Turbinate with Autol Sub, Open Approach",120,65 Magdeline Park,Evansville,Indiana,47737,59,2019-12-13 14:36:14,2019-11-06 12:46:30
619,Gevee,"Excision of Right Thorax Tendon, Perc Endo Approach, Diagn",736,4 Holy Cross Avenue,Seattle,Washington,98104,53,2019-12-08 08:30:43,2019-11-21 06:59:12
620,Dabjam,"Removal of Int Fix from L Metatarsal, Perc Endo Approach",142,4 Haas Road,Oakland,California,94660,88,2019-12-25 05:59:29,2019-11-16 12:04:44
621,Yotz,"Bypass Jejunum to Cutaneous, Perc Endo Approach",555,9 Charing Cross Court,Conroe,Texas,77305,62,2019-12-10 06:12:17,2019-11-01 13:57:19
622,Ntag,"Insertion of Pedcl Stabl Dev into Cerv Jt, Open Approach",498,15664 Almo Place,Hollywood,Florida,33028,33,2019-12-14 16:45:26,2019-10-30 15:17:13
623,Eabox,"Insertion of Stimulator Lead into Up Muscle, Open Approach",881,80 Hayes Pass,Des Moines,Iowa,50393,89,2019-12-19 23:53:01,2019-11-14 03:34:59
624,Jaxbean,"Revision of Nonaut Sub in T-lum Jt, Perc Approach",224,22 Monica Way,Colorado Springs,Colorado,80951,56,2019-12-24 18:34:13,2019-11-17 23:20:56
625,Browsedrive,"Destruction of Bilateral Seminal Vesicles, Open Approach",841,381 Kedzie Crossing,Cincinnati,Ohio,45271,14,2019-11-30 09:55:55,2019-11-01 07:23:08
626,Trudeo,"Dilate R Brach Art, Bifurc, w 2 Intralum Dev, Perc",201,9328 Dawn Way,Seattle,Washington,98109,28,2019-12-14 11:39:27,2019-10-31 10:00:41
627,Quinu,"Excision of Coccygeal Joint, Open Approach, Diagnostic",412,480 Schlimgen Point,Pensacola,Florida,32520,22,2019-12-16 10:41:42,2019-11-07 21:58:13
628,Digitube,"Drainage of Left Pelvic Bone, Perc Endo Approach, Diagn",957,4 Duke Plaza,Chattanooga,Tennessee,37410,33,2019-12-09 09:24:54,2019-11-06 05:24:38
